StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q139,Q229,Q200_First Click,Q200_Last Click,Q200_Page Submit,Q200_Click Count,Q230,Q202_First Click,Q202_Last Click,Q202_Page Submit,Q202_Click Count,Q147,Q22,Q19,Q142,Q21,Q206,Q207,Q208,Q209,Q210,Q213,Q214,Q215,Q216,Q217,Q193,Q170,Q164,Q143,Q144,Q220,Q221,Q223,Q224,Q122,Q123,Q124,Q125,Q126,Q127,Q128,Q129,Q130,Q172,Q174,Q176,Q178,Q180,Q182,Q184,Q186,Q188,Q190,Q192,Q194,Q196,Q198,Q200,Q202,Q204,SC0,SC1,SC2,SC3,SC4,SC5,confirmation_code,treatment_group,Comprehension score1,Enter Embedded Data Field Name Here...,Comprehension score2,Comprehension score3,ins_code,no_ins_code,LotteryQuiz1,LotteryQuiz2,LotteryQuiz3
2017-09-13 14:10:03,2017-09-13 14:35:45,IP Address,108.230.214.89,100,1542,True,2017-09-13 14:35:45,R_cFOnhqRmwOitANL,,,,,29.942993164062,-81.743301391602,anonymous,,I consent to participate in this study,,,,,,,35.073,47.718,573.667,2,True,$0.50,True,10,No,,,,,,,,,,,A2LR1HKNOVDTJ8,,27797,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,47,White or Caucasian,Not Hispanic or Latino,5,United States,FL Florida,32603,Nothing,Nothing,2,No,"Less than $15,000",Associate degree,,Half the time I vote for Democrats and half the time I vote for Republicans,No,7,0,0,2,0,0,55496,no_ins,5,,,,,2486431,2,,
2017-09-13 14:02:43,2017-09-13 14:37:00,IP Address,75.132.13.41,100,2057,True,2017-09-13 14:37:00,R_e8OQP3vVzMZ3odn,,,,,38.490707397461,-90.379600524902,anonymous,,I consent to participate in this study,,,,,,,0,0,776.649,0,True,$0.50,True,10,No,,,,,,,,,,,AY7WPVKHVNBLG,,25885,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,45,White or Caucasian,Not Hispanic or Latino,5,United States,MO Missouri,63052,I've read or talked about cattle ranching at least once before,I've read or talked about drought at least once before,1 (No Impact),No,"$90,000 to $104,999",Bachelors degree,,I vote for Republicans,No,7,0,0,2,0,0,83773,no_ins,5,,,,,2668184,2,,
2017-09-13 14:04:10,2017-09-13 14:40:50,IP Address,67.48.24.19,100,2200,True,2017-09-13 14:40:50,R_dgS8awQ1s5O5wdn,,,,,38.811996459961,-94.531898498535,anonymous,,I consent to participate in this study,,20.802,638.059,962.003,5,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A1H6IVAOAIOW9K,19361,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,34,White or Caucasian,Not Hispanic or Latino,5,United States,MO Missouri,64112,Nothing,I've read or talked about drought at least once before,2,No,"$15,000 to $29,999",Bachelors degree,,"I vote for Democrats more often than ",Yes,7,0,0,2,0,0,95975,ins,5,,,,1443628,,2,,
2017-09-13 14:31:41,2017-09-13 14:42:28,IP Address,69.116.139.15,100,647,True,2017-09-13 14:42:28,R_6mbRxRfs6hC4sap,,,,,40.639099121094,-73.898597717285,anonymous,,I consent to participate in this study,,,,,,,0,0,0.896,0,True,$0.50,True,10,No,,,,,,,,,,,ABL3H3O3BI8ZD,,78576,None,All will be used,10,One lottery will be randomly selected,,,"Lottery B: 10% chance of winning $3.85, 90% chance of winning $0.10","Lottery B: 20% chance of winning $3.85, 80% chance of winning $0.10","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Male,27,Black or African American,Not Hispanic or Latino,5,United States,NY New York,11234,Nothing,Nothing,4,No,"$105,000 to $149,999",Bachelors degree,,"I am eligible, but I never vote",No,7,0,0,0,2,0,92033,no_ins,5,,,,,2564709,0,2,
2017-09-13 14:08:02,2017-09-13 14:46:35,IP Address,71.227.121.46,100,2313,True,2017-09-13 14:46:35,R_eCK0GawQjhgcSLr,,,,,42.219604492188,-83.604598999023,anonymous,,I consent to participate in this study,,1044.783,1315.594,1315.902,3,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A36SM7QM8OK3H6,21201,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,30,White or Caucasian,Not Hispanic or Latino,5,United States,MI Michigan,48197,Nothing,I've read or talked about drought at least once before,1 (No Impact),No,"$15,000 to $29,999",Bachelors degree,,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,44495,ins,5,,,,1473878,,2,,
2017-09-13 14:02:27,2017-09-13 14:53:43,IP Address,97.125.107.10,100,3076,True,2017-09-13 14:53:43,R_5paTW1NgqcLbjrD,,,,,44.048599243164,-123.21969604492,anonymous,,I consent to participate in this study,,0,0,1113.557,0,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A26RO8GGTQAXGG,88310,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,54,White or Caucasian,Not Hispanic or Latino,5,United States,OR Oregon,97404,I've read or talked about cattle ranching at least once before,I am familiar with drought,4,No,"$15,000 to $29,999",Bachelors degree,,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,36409,ins,5,,,,1419513,,2,,
2017-09-13 14:08:52,2017-09-13 14:57:09,IP Address,23.113.198.44,100,2897,True,2017-09-13 14:57:09,R_6VuJPeNWaw8eejP,,,,,34.009292602539,-118.25839996338,anonymous,,I consent to participate in this study,,,,,,,0,0,1159.001,0,True,$0.50,True,10,No,,,,,,,,,,,A1K4KR1GQYCIWA,," 71956",10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,49,Black or African American,Not Hispanic or Latino,5,United States,CA California,90044,Nothing,I am familiar with drought,2,No,"$30,000 to $44,999","Graduate degree (Masters, PhD, MD, JD)",,"I nearly always vote for Democrats ",No,7,0,0,2,0,0,95730,no_ins,5,,,,,2037925,2,,
2017-09-13 14:37:40,2017-09-13 15:19:35,IP Address,172.75.209.161,100,2515,True,2017-09-13 15:19:35,R_3kP3ezyMABCCEe1,,,,,33.934799194336,-81.144401550293,anonymous,,I consent to participate in this study,,104.426,874.202,1112.907,2,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A2WT6FV92737W6,20148,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,44,White or Caucasian,Not Hispanic or Latino,5,United States,SC South Carolina,29033,Nothing,Nothing,1 (No Impact),No,"$30,000 to $44,999","High school diploma or equivalent ",,I vote for Republicans,No,7,0,0,2,0,0,30677,ins,5,,,,1089647,,2,,
2017-09-13 14:57:28,2017-09-13 15:51:52,IP Address,107.12.251.52,100,3264,True,2017-09-13 15:51:52,R_cUqlejBmDpEB1U9,,,,,34.900802612305,-76.826202392578,anonymous,,I consent to participate in this study,,29.339,46.561,1139.375,2,,,,,,True,$0.50,True,10,No,,,,,,,,,,,ARJ8XLYXTWNE,63419,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,26,Black or African American,Not Hispanic or Latino,5,United States,NC North Carolina,28532,Nothing,I am familiar with drought,1 (No Impact),No,"$30,000 to $44,999",Associate degree,,"I am eligible, but I never vote",No,7,0,0,2,0,0,46994,ins,5,,,,1901556,,2,,
2017-09-13 15:02:14,2017-09-13 15:56:40,IP Address,99.174.108.87,100,3266,True,2017-09-13 15:56:40,R_bfPmmCa3bHwIhEx,,,,,30.265594482422,-81.77799987793,anonymous,,I consent to participate in this study,,,,,,,0,0,1221.482,0,True,$5.50,True,10,No,True,$0.50,True,10,No,,,,,,A2SIKW18T2DYYW,,73203,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery B: 40% chance of winning $3.85, 60% chance of winning $0.10","Lottery B: 50% chance of winning $3.85, 50% chance of winning $0.10","Lottery B: 60% chance of winning $3.85, 40% chance of winning $0.10","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,34,Black or African American,Not Hispanic or Latino,5,United States,FL Florida,32218,Nothing,Nothing,2,No,"$45,000 to $59,999",Bachelors degree,,"I nearly always vote for Democrats ",Yes,11,5,0,2,0,0,43105,no_ins,4,,5,,,2051079,2,,
2017-09-13 15:02:13,2017-09-13 16:06:40,IP Address,98.251.17.160,100,3867,True,2017-09-13 16:06:40,R_5zGdW3NR6meEOVv,,,,,33.837905883789,-84.38459777832,anonymous,,I consent to participate in this study,,0,0,1455.205,0,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A2GTL8ODM5JYA2,74954,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,39,White or Caucasian,Not Hispanic or Latino,5,United States,GA Georgia,30327,Nothing,I am familiar with drought,5,No,"Less than $15,000","Trade school degree or certificate ",,"I nearly always vote for Democrats ",No,7,0,0,2,0,0,80966,ins,5,,,,1317448,,2,,
2017-09-13 15:48:41,2017-09-13 16:19:31,IP Address,67.215.241.26,100,1850,True,2017-09-13 16:19:31,R_6WEsYMEsh5zhngh,,,,,34.049392700195,-118.26409912109,anonymous,,I consent to participate in this study,,0,0,601.546,0,,,,,,True,$5.50,True,10,No,True,$0.50,True,10,No,,,,,,A222XREQ12K58P,45205,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Male,29,White or Caucasian,Not Hispanic or Latino,5,United States,CA California,93710,Nothing,I've read or talked about drought at least once before,2,No,"$15,000 to $29,999","Trade school degree or certificate ",,"I nearly always vote for Democrats ",No,11,5,0,2,0,0,80557,ins,4,,5,,1805561,,2,,
2017-09-13 16:45:19,2017-09-13 17:14:19,IP Address,174.28.30.194,100,1740,True,2017-09-13 17:14:20,R_3kIoIbxOYJaYfxX,,,,,35.140396118164,-106.48770141602,anonymous,,I consent to participate in this study,,,,,,,0,0,886.95,0,True,$0.50,True,10,No,,,,,,,,,,,AKLV0WIZZ356X,,83735,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Female,41,White or Caucasian,Not Hispanic or Latino,5,United States,NM New Mexico,87031,I've read or talked about cattle ranching at least once before,I am very knowledgeable about drought,6,No,"$90,000 to $104,999","High school diploma or equivalent ",,"I vote for Democrats more often than ",Yes,7,0,0,2,0,0,82328,no_ins,5,,,,,2154615,2,,
2017-09-13 16:45:33,2017-09-13 17:22:49,IP Address,99.111.60.205,100,2236,True,2017-09-13 17:22:49,R_0uYvfEiUh1GJx77,,,,,42.285293579102,-87.870002746582,anonymous,,I consent to participate in this study,,47.699,856.377,901.026,4,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A15V8K8M4TXT9Y,65567,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,34,Asian,Not Hispanic or Latino,5,United States,IL Illinois,60077,Nothing,I've read or talked about drought at least once before,1 (No Impact),No,"$30,000 to $44,999",Bachelors degree,,Half the time I vote for Democrats and half the time I vote for Republicans,No,7,0,0,2,0,0,64533,ins,5,,,,1077252,,2,,
2017-09-13 16:50:50,2017-09-13 17:31:55,IP Address,172.7.244.112,100,2465,True,2017-09-13 17:31:55,R_1MuIWSwm8V3rIYB,,,,,32.852401733398,-97.28800201416,anonymous,,I consent to participate in this study,,0,0,857.235,0,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A2TBXASXZIRNNW,80763,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,29,White or Caucasian,Not Hispanic or Latino,5,United States,TX Texas,76137,Nothing,Nothing,1 (No Impact),No,"$75,000 to $89,999","High school diploma or equivalent ",,Half the time I vote for Democrats and half the time I vote for Republicans,No,7,0,0,2,0,0,92575,ins,5,,,,1040720,,2,,
2017-09-13 16:48:21,2017-09-13 17:41:43,IP Address,5.62.49.12,100,3202,True,2017-09-13 17:41:43,R_6y4DVf0ANFx4z41,,,,,37.751007080078,-97.821998596191,anonymous,,I consent to participate in this study,,,,,,,0,0,1151.012,0,True,$0.50,True,10,No,,,,,,,,,,,AKNYT1NTK2UFK,,48314,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,33,White or Caucasian,Not Hispanic or Latino,5,United States,CO Colorado,80212,I've read or talked about cattle ranching at least once before,I've read or talked about drought at least once before,2,No,"$30,000 to $44,999",Bachelors degree,,"I vote for Democrats more often than ",Yes,7,0,0,2,0,0,88503,no_ins,5,,,,,2083870,2,,
2017-09-13 16:49:37,2017-09-13 17:43:15,IP Address,140.186.6.125,100,3218,True,2017-09-13 17:43:15,R_d4ZYhf6GlcPyRk9,,,,,42.935897827148,-97.440498352051,anonymous,,I consent to participate in this study,,,,,,,1188.419,1188.419,1190.186,1,True,$0.50,True,10,No,,,,,,,,,,,A1HKYY6XI2OHO1,,52898,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,39,White or Caucasian,Not Hispanic or Latino,5,United States,SD South Dakota,57079,I've read or talked about cattle ranching at least once before,I am very knowledgeable about drought,7 (Major Impact),No,"Less than $15,000","High school diploma or equivalent ",,Half the time I vote for Democrats and half the time I vote for Republicans,No,7,0,0,2,0,0,68888,no_ins,5,,,,,2382587,2,,
2017-09-13 17:19:50,2017-09-13 17:49:17,IP Address,24.151.55.18,100,1767,True,2017-09-13 17:49:17,R_aaxz7gJWHrKRHX7,,,,,41.341796875,-73.23169708252,anonymous,,I consent to participate in this study,,,,,,,46.365,203.543,865.695,6,True,$0.50,True,10,No,,,,,,,,,,,A1MYLQQL8BBOYT,," 35309",10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Male,37,White or Caucasian,Not Hispanic or Latino,5,United States,CT Connecticut,06611,Nothing,I've read or talked about drought at least once before,2,No,"$15,000 to $29,999",Bachelors degree,,"I am eligible, but I never vote",No,7,0,0,2,0,0,30517,no_ins,5,,,,,2042445,2,,
2017-09-13 17:05:14,2017-09-13 17:49:49,IP Address,73.73.9.218,100,2675,True,2017-09-13 17:49:49,R_0DMYlGgww6F0Rox,,,,,42.359497070312,-88.273399353027,anonymous,,I consent to participate in this study,,4.123,1135.528,1135.531,3,,,,,,True,$0.50,True,10,No,,,,,,,,,,,A3JTDNRJYVCGQD,17634,,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery B: 70% chance of winning $3.85, 30% chance of winning $0.10","Lottery B: 80% chance of winning $3.85, 20% chance of winning $0.10","Lottery B: 90% chance of winning $3.85, 10% chance of winning $0.10",Female,29,White or Caucasian,Not Hispanic or Latino,5,United States,IL Illinois,60050,Nothing,I am familiar with drought,2,No,"$75,000 to $89,999","Trade school degree or certificate ",,"I nearly always vote for Democrats ",Yes,7,0,0,2,0,0,73725,ins,5,,,,1429445,,2,,
2017-09-13 17:02:53,2017-09-13 17:54:49,IP Address,141.217.172.8,100,3116,True,2017-09-13 17:54:49,R_dbgpxUkDhNBozVb,,,,,42.375503540039,-83.077201843262,anonymous,,I consent to participate in this study,,,,,,,13.501,13.501,1120.3,1,True,$0.50,True,10,No,,,,,,,,,,,A2DWPP1KKAY0HG,,71903,10,One lottery will be randomly selected,,,,,"Lottery A: 10% chance of winning $2.00, 90% chance of winning $1.60","Lottery A: 20% chance of winning $2.00, 80% chance of winning $1.60","Lottery A: 30% chance of winning $2.00, 70% chance of winning $1.60","Lottery A: 40% chance of winning $2.00, 60% chance of winning $1.60","Lottery A: 50% chance of winning $2.00, 50% chance of winning $1.60","Lottery A: 60% chance of winning $2.00, 40% chance of winning $1.60","Lottery A: 70% chance of winning $2.00, 30% chance of winning $1.60","Lottery A: 80% chance of winning $2.00, 20% chance of winning $1.60","Lottery A: 90% chance of winning $2.00, 10% chance of winning $1.60",Male,24,White or Caucasian,Not Hispanic or Latino,5,United States,MI Michigan,48202,Nothing,I've read or talked about drought at least once before,2,No,"$45,000 to $59,999",Bachelors degree,,"I vote for Democrats more often than ",Yes,7,0,0,2,0,0,42398,no_ins,5,,,,,2518695,2,,
